1;1000;1.0
2;1000;1.0
3;1000;1.0
4;1000;1.0
5;1000;1.0
6;999;0.999
7;1000;1.0
8;996;0.996
9;990;0.99
10;992;0.992
11;990;0.99
12;971;0.971
13;951;0.951
14;926;0.926
15;893;0.893
16;856;0.856
17;807;0.807
18;786;0.786
19;716;0.716
20;617;0.617
21;545;0.545
22;521;0.521
23;464;0.464
24;407;0.407
25;361;0.361
26;307;0.307
27;277;0.277
28;287;0.287
29;225;0.225
30;212;0.212
31;210;0.21
32;176;0.176
33;177;0.177
34;166;0.166
35;162;0.162
36;132;0.132
37;133;0.133
38;131;0.131
39;116;0.116
40;99;0.099
41;105;0.105
42;95;0.095
43;83;0.083
44;96;0.096
45;72;0.072
46;79;0.079
47;75;0.075
48;50;0.05
49;43;0.043
50;55;0.055
