sample;porosity;lambda_max;fractal_dimensionsample_0;0.72588;32;1.907560594326732;
sample_1;0.71639;29;1.9009500250601254;
sample_2;0.75882;49;1.9290844225268615;
sample_3;0.77156;50;1.9337067191920272;
sample_4;0.75508;39;1.9233173610226013;
sample_5;0.74778;43;1.9227250736531998;
sample_6;0.74113;38;1.9176433994075774;
sample_7;0.73108;32;1.9096202379867269;
sample_8;0.75737;49;1.9285929585127162;
sample_9;0.74496;39;1.919634284404572;
sample_10;0.72528;34;1.9089152996276353;
sample_11;0.74436;57;1.9269782966746214;
sample_12;0.74237;39;1.9186836372402487;
sample_13;0.75623;46;1.927021183931196;
sample_14;0.7334;41;1.9165051821331465;
sample_15;0.75349;43;1.9247475476716045;
sample_16;0.75763;52;1.9297537284637338;
sample_17;0.73295;39;1.9151978805722265;
sample_18;0.72542;33;1.9081928250189564;
sample_19;0.72369;40;1.9123332277162908;
sample_20;0.73071;33;1.9102708604925835;
sample_21;0.74796;57;1.9281716309946972;
sample_22;0.72665;38;1.9122191657079606;
sample_23;0.74248;40;1.9192818989075584;
sample_24;0.75207;37;1.9210932286052949;
sample_25;0.73692;44;1.9193285827653574;
sample_26;0.7561;40;1.9242096035135776;
sample_27;0.72962;43;1.9161886050673762;
sample_28;0.7282;41;1.9145890970893984;
sample_29;0.73108;35;1.9118982499944954;
sample_30;0.75384;47;1.9266066747783568;
sample_31;0.76306;50;1.930874993972476;
sample_32;0.75213;37;1.9211153217759016;
sample_33;0.73249;41;1.9161708499338452;
sample_34;0.74562;33;1.9160478887072492;
sample_35;0.74092;37;1.9169566772266973;
sample_36;0.74938;40;1.9217895069262811;
sample_37;0.74236;38;1.9180992655045612;
sample_38;0.75005;43;1.9235309477931881;
sample_39;0.75568;48;1.9276355652819406;
sample_40;0.7195;40;1.9107591460361808;
sample_41;0.74882;44;1.9235617998154522;
sample_42;0.74537;35;1.9173429620639941;
sample_43;0.71751;36;1.9073624557691675;
sample_44;0.72179;36;1.9090220962350668;
sample_45;0.72908;33;1.9096321663629174;
sample_46;0.72663;31;1.9070066797457184;
sample_47;0.73679;37;1.9154086651298061;
sample_48;0.72922;49;1.918860639739855;
sample_49;0.74796;42;1.9223029834009902;
avg;0.7406972000000001;40.58;1.9183700418896152
