t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.04
5;0.0;0.04
6;0.0;0.03866666666666666
7;0.0;0.038285714285714284
8;0.0;0.0385
9;0.0;0.03822222222222222
10;0.0;0.038
11;0.0;0.03709090909090909
12;0.0;0.037
13;0.0;0.037230769230769234
14;0.0;0.03657142857142857
15;0.0;0.03573333333333333
16;0.0;0.036
17;0.0;0.03623529411764706
18;0.0;0.035333333333333335
19;0.0;0.035368421052631584
20;0.0;0.0352
21;0.0;0.03485714285714286
22;0.0;0.034545454545454546
23;0.0;0.034608695652173914
24;0.0;0.034333333333333334
25;0.0;0.0344
26;0.0;0.03430769230769231
27;0.0;0.03437037037037037
28;0.0;0.03442857142857143
29;0.0;0.03406896551724138
30;0.0;0.03386666666666667
31;0.0;0.033677419354838714
32;0.0;0.033875
33;0.0;0.033939393939393936
34;0.0;0.03411764705882353
35;0.0;0.03417142857142857
36;0.0;0.034
37;0.0;0.033837837837837836
38;0.0;0.033578947368421055
39;0.0;0.03364102564102564
40;0.0;0.0335
41;0.0;0.03336585365853659
42;0.0;0.032857142857142856
43;0.0;0.03274418604651163
44;0.0;0.03272727272727273
45;0.022222222222222223;0.03262222222222222
46;0.021739130434782608;0.03252173913043478
47;0.02127659574468085;0.03242553191489361
48;0.020833333333333332;0.03250000000000001
49;0.02040816326530612;0.03248979591836735
50;0.02;0.0324
51;0.0196078431372549;0.03223529411764706
52;0.019230769230769232;0.03192307692307692
53;0.018867924528301886;0.031773584905660374
54;0.018518518518518517;0.03177777777777778
55;0.01818181818181818;0.03192727272727273
56;0.03571428571428571;0.03178571428571428
57;0.03508771929824561;0.031719298245614036
58;0.034482758620689655;0.031724137931034485
59;0.03389830508474576;0.03166101694915254
60;0.05;0.0316
61;0.04918032786885246;0.031475409836065574
62;0.04838709677419355;0.03148387096774193
63;0.047619047619047616;0.031111111111111114
64;0.0625;0.031
65;0.06153846153846154;0.030769230769230767
66;0.06060606060606061;0.030727272727272728
67;0.07462686567164178;0.03056716417910448
68;0.07352941176470588;0.030470588235294117
69;0.07246376811594203;0.030434782608695653
70;0.07142857142857142;0.030400000000000003
71;0.08450704225352113;0.030140845070422535
