1;4889;0.9778
2;4841;0.9682
3;4740;0.948
4;4553;0.9106
5;4438;0.8876
6;4284;0.8568
7;4056;0.8112
8;3873;0.7746
9;3642;0.7284
10;3467;0.6934
11;3233;0.6466
12;3101;0.6202
13;2914;0.5828
14;2669;0.5338
15;2460;0.492
16;2217;0.4434
17;2020;0.404
18;1790;0.358
19;1582;0.3164
20;1459;0.2918
21;1179;0.2358
22;996;0.1992
23;824;0.1648
24;651;0.1302
25;518;0.1036
26;447;0.0894
27;314;0.0628
28;273;0.0546
29;194;0.0388
30;151;0.0302
31;135;0.027
32;86;0.0172
33;75;0.015
34;55;0.011
35;48;0.0096
36;30;0.006
37;19;0.0038
38;25;0.005
39;18;0.0036
40;14;0.0028
41;17;0.0034
42;8;0.0016
43;6;0.0012
44;5;0.001
45;8;0.0016
46;4;0.0008
47;4;0.0008
48;1;0.0002
49;1;0.0002
50;1;0.0002
