1;5000;1.0
2;5000;1.0
3;5000;1.0
4;5000;1.0
5;5000;1.0
6;4994;0.9988
7;4988;0.9976
8;4977;0.9954
9;4943;0.9886
10;4914;0.9828
11;4852;0.9704
12;4779;0.9558
13;4718;0.9436
14;4515;0.903
15;4415;0.883
16;4249;0.8498
17;4109;0.8218
18;4015;0.803
19;3809;0.7618
20;3549;0.7098
21;3358;0.6716
22;3057;0.6114
23;2769;0.5538
24;2658;0.5316
25;2279;0.4558
26;2067;0.4134
27;1817;0.3634
28;1518;0.3036
29;1427;0.2854
30;1039;0.2078
31;950;0.19
32;785;0.157
33;692;0.1384
34;580;0.116
35;504;0.1008
36;424;0.0848
37;382;0.0764
38;334;0.0668
39;327;0.0654
40;300;0.06
41;271;0.0542
42;254;0.0508
43;241;0.0482
44;228;0.0456
45;214;0.0428
46;228;0.0456
47;208;0.0416
48;186;0.0372
49;197;0.0394
50;172;0.0344
