1;1000;1.0
2;1000;1.0
3;1000;1.0
4;1000;1.0
5;1000;1.0
6;998;0.998
7;1000;1.0
8;1000;1.0
9;998;0.998
10;995;0.995
11;991;0.991
12;990;0.99
13;982;0.982
14;971;0.971
15;968;0.968
16;966;0.966
17;951;0.951
18;953;0.953
19;933;0.933
20;925;0.925
21;921;0.921
22;901;0.901
23;911;0.911
24;864;0.864
25;878;0.878
26;857;0.857
27;838;0.838
28;825;0.825
29;798;0.798
30;816;0.816
31;794;0.794
32;793;0.793
33;753;0.753
34;746;0.746
35;742;0.742
36;712;0.712
37;708;0.708
38;704;0.704
39;682;0.682
40;658;0.658
41;616;0.616
42;626;0.626
43;600;0.6
44;599;0.599
45;569;0.569
46;572;0.572
47;537;0.537
48;549;0.549
49;490;0.49
50;503;0.503
51;493;0.493
52;490;0.49
53;477;0.477
54;450;0.45
55;448;0.448
56;442;0.442
57;424;0.424
58;395;0.395
59;396;0.396
60;400;0.4
61;395;0.395
62;371;0.371
63;369;0.369
64;345;0.345
65;340;0.34
66;324;0.324
67;312;0.312
68;299;0.299
69;280;0.28
70;308;0.308
71;282;0.282
72;267;0.267
73;241;0.241
74;239;0.239
75;239;0.239
