1;970;0.97
2;943;0.943
3;912;0.912
4;854;0.854
5;813;0.813
6;771;0.771
7;704;0.704
8;674;0.674
9;612;0.612
10;575;0.575
11;552;0.552
12;512;0.512
13;520;0.52
14;468;0.468
15;415;0.415
16;426;0.426
17;383;0.383
18;367;0.367
19;343;0.343
20;317;0.317
21;289;0.289
22;274;0.274
23;295;0.295
24;223;0.223
25;228;0.228
26;217;0.217
27;191;0.191
28;184;0.184
29;160;0.16
30;169;0.169
31;175;0.175
32;140;0.14
33;113;0.113
34;142;0.142
35;105;0.105
36;89;0.089
37;72;0.072
38;92;0.092
39;71;0.071
40;68;0.068
41;53;0.053
42;53;0.053
43;63;0.063
44;52;0.052
45;46;0.046
46;35;0.035
47;28;0.028
48;29;0.029
49;20;0.02
50;22;0.022
51;29;0.029
52;16;0.016
53;20;0.02
54;19;0.019
55;20;0.02
56;15;0.015
57;20;0.02
58;4;0.004
59;11;0.011
60;6;0.006
61;10;0.01
62;9;0.009
63;7;0.007
64;7;0.007
65;6;0.006
66;4;0.004
67;3;0.003
68;3;0.003
69;2;0.002
70;4;0.004
71;5;0.005
72;3;0.003
73;1;0.001
74;0;0.0
75;1;0.001
