t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.04
5;0.0;0.039200000000000006
6;0.0;0.03933333333333334
7;0.0;0.038857142857142854
8;0.0;0.039
9;0.0;0.03911111111111112
10;0.0;0.039200000000000006
11;0.0;0.03927272727272727
12;0.0;0.03866666666666666
13;0.0;0.038769230769230764
14;0.0;0.03857142857142857
15;0.0;0.03866666666666666
16;0.0;0.0385
17;0.0;0.03835294117647059
18;0.0;0.03822222222222222
19;0.0;0.03810526315789474
20;0.0;0.038
21;0.0;0.03809523809523809
22;0.0;0.03818181818181818
23;0.043478260869565216;0.03791304347826087
24;0.041666666666666664;0.03799999999999999
25;0.04;0.037919999999999995
26;0.038461538461538464;0.038
27;0.1111111111111111;0.03762962962962964
28;0.10714285714285714;0.037714285714285714
29;0.10344827586206896;0.037655172413793105
30;0.13333333333333333;0.0376
31;0.12903225806451613;0.03767741935483872
32;0.15625;0.037625
33;0.21212121212121213;0.03733333333333333
34;0.2647058823529412;0.03717647058823529
35;0.2571428571428571;0.037142857142857144
36;0.2777777777777778;0.037000000000000005
37;0.2972972972972973;0.036972972972972966
38;0.3684210526315789;0.03673684210526316
39;0.38461538461538464;0.03661538461538462
40;0.5;0.0362
41;0.5853658536585366;0.03590243902439024
42;0.6190476190476191;0.03561904761904761
43;0.627906976744186;0.03553488372093023
44;0.6590909090909091;0.035454545454545454
45;0.7111111111111111;0.035288888888888884
46;0.7608695652173914;0.035130434782608695
47;0.8085106382978723;0.03480851063829787
48;0.875;0.034499999999999996
49;1.0612244897959184;0.03379591836734694
50;1.08;0.03376
51;1.1176470588235294;0.033568627450980396
52;1.1538461538461537;0.03338461538461539
53;1.2264150943396226;0.033132075471698115
54;1.3148148148148149;0.03274074074074074
55;1.290909090909091;0.032799999999999996
56;1.3928571428571428;0.03235714285714286
57;1.4385964912280702;0.032140350877192976
58;1.4655172413793103;0.03206896551724138
59;1.5423728813559323;0.03179661016949152
60;1.5833333333333333;0.03153333333333333
61;1.6885245901639345;0.031016393442622952
62;1.7096774193548387;0.03096774193548387
63;1.7936507936507937;0.030603174603174604
64;1.84375;0.0304375
65;1.876923076923077;0.030338461538461543
