t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.04
5;0.0;0.04
6;0.0;0.04
7;0.0;0.04
8;0.0;0.04
9;0.0;0.04
10;0.0;0.04
11;0.0;0.03890909090909091
12;0.0;0.03866666666666666
13;0.0;0.03846153846153846
14;0.0;0.03857142857142857
15;0.0;0.03813333333333333
16;0.0;0.03825
17;0.0;0.03835294117647059
18;0.0;0.03777777777777778
19;0.0;0.037684210526315785
20;0.0;0.037399999999999996
21;0.0;0.03752380952380953
22;0.0;0.037454545454545456
23;0.0;0.03756521739130435
24;0.0;0.03766666666666667
25;0.0;0.0376
26;0.038461538461538464;0.037538461538461534
27;0.1111111111111111;0.037333333333333336
28;0.10714285714285714;0.03742857142857142
29;0.13793103448275862;0.03737931034482759
30;0.16666666666666666;0.03733333333333333
31;0.22580645161290322;0.03716129032258064
32;0.21875;0.03725
33;0.2727272727272727;0.037090909090909084
34;0.2647058823529412;0.036941176470588234
35;0.2857142857142857;0.036800000000000006
36;0.3611111111111111;0.036555555555555556
37;0.40540540540540543;0.03643243243243244
38;0.39473684210526316;0.036421052631578944
39;0.5641025641025641;0.0357948717948718
40;0.625;0.0355
41;0.7073170731707317;0.03512195121951219
42;0.7619047619047619;0.03495238095238095
43;0.813953488372093;0.0347906976744186
44;0.8636363636363636;0.03463636363636364
45;0.9111111111111111;0.0344
46;0.9782608695652174;0.03417391304347826
47;1.0851063829787233;0.03378723404255319
48;1.1458333333333333;0.033583333333333326
49;1.183673469387755;0.03338775510204081
50;1.32;0.032799999999999996
51;1.4509803921568627;0.03231372549019608
52;1.4615384615384615;0.03230769230769231
53;1.509433962264151;0.032150943396226414
54;1.6666666666666667;0.03155555555555555
55;1.6545454545454545;0.03156363636363636
56;1.6964285714285714;0.03135714285714286
57;1.7017543859649122;0.031228070175438598
58;1.7413793103448276;0.031103448275862068
59;1.728813559322034;0.031186440677966096
60;1.7166666666666666;0.031133333333333332
61;1.7868852459016393;0.030885245901639345
62;1.8387096774193548;0.030709677419354837
63;1.9047619047619047;0.030476190476190473
64;2.0;0.0300625
65;2.0615384615384613;0.02978461538461538
66;2.121212121212121;0.02957575757575758
