1;992;0.992
2;993;0.993
3;977;0.977
4;959;0.959
5;941;0.941
6;934;0.934
7;906;0.906
8;874;0.874
9;866;0.866
10;818;0.818
11;775;0.775
12;770;0.77
13;741;0.741
14;738;0.738
15;700;0.7
16;669;0.669
17;645;0.645
18;613;0.613
19;612;0.612
20;569;0.569
21;537;0.537
22;519;0.519
23;502;0.502
24;475;0.475
25;452;0.452
26;430;0.43
27;430;0.43
28;398;0.398
29;359;0.359
30;373;0.373
31;344;0.344
32;341;0.341
33;310;0.31
34;286;0.286
35;245;0.245
36;266;0.266
37;236;0.236
38;204;0.204
39;224;0.224
40;193;0.193
41;186;0.186
42;170;0.17
43;126;0.126
44;150;0.15
45;130;0.13
46;129;0.129
47;115;0.115
48;116;0.116
49;106;0.106
50;121;0.121
