t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.03866666666666666
4;0.0;0.039
5;0.0;0.039200000000000006
6;0.0;0.03866666666666666
7;0.0;0.038857142857142854
8;0.0;0.039
9;0.0;0.03822222222222222
10;0.0;0.0384
11;0.0;0.03854545454545455
12;0.0;0.038
13;0.0;0.037230769230769234
14;0.0;0.037142857142857144
15;0.0;0.0368
16;0.0;0.0365
17;0.0;0.036470588235294116
18;0.0;0.036
19;0.0;0.036
20;0.0;0.0358
21;0.0;0.036
22;0.0;0.03563636363636363
23;0.0;0.035304347826086956
24;0.0;0.0355
25;0.0;0.035679999999999996
26;0.038461538461538464;0.03569230769230769
27;0.037037037037037035;0.03570370370370371
28;0.03571428571428571;0.035714285714285705
29;0.034482758620689655;0.035586206896551724
30;0.03333333333333333;0.03546666666666667
31;0.03225806451612903;0.0352258064516129
32;0.03125;0.035124999999999997
33;0.06060606060606061;0.03515151515151515
34;0.058823529411764705;0.03505882352941177
35;0.05714285714285714;0.034857142857142864
36;0.08333333333333333;0.03488888888888889
37;0.16216216216216217;0.03448648648648649
38;0.15789473684210525;0.03442105263157895
39;0.15384615384615385;0.034256410256410255
40;0.15;0.0343
41;0.17073170731707318;0.03424390243902439
42;0.16666666666666666;0.03428571428571428
43;0.18604651162790697;0.03432558139534884
44;0.20454545454545456;0.03436363636363637
45;0.2222222222222222;0.0344
46;0.2391304347826087;0.03391304347826087
47;0.23404255319148937;0.03370212765957446
48;0.22916666666666666;0.033749999999999995
49;0.2653061224489796;0.03363265306122449
50;0.26;0.03336
51;0.29411764705882354;0.03333333333333333
52;0.3076923076923077;0.03307692307692308
53;0.3018867924528302;0.03320754716981132
54;0.3148148148148148;0.03325925925925926
55;0.3090909090909091;0.03323636363636363
56;0.3392857142857143;0.03321428571428572
57;0.40350877192982454;0.032982456140350884
58;0.41379310344827586;0.032758620689655175
59;0.4067796610169492;0.032745762711864405
60;0.4166666666666667;0.0328
61;0.45901639344262296;0.03265573770491803
62;0.46774193548387094;0.03264516129032258
63;0.5079365079365079;0.03244444444444444
64;0.53125;0.032375
65;0.5384615384615384;0.03236923076923077
66;0.5606060606060606;0.03218181818181818
67;0.582089552238806;0.03205970149253731
