sample_0;0.727;35;1.9103241663166297;
sample_1;0.71881;32;1.904736476940695;
sample_2;0.73818;39;1.9171386724165793;
sample_3;0.73179;35;1.9121712738033985;
sample_4;0.74469;41;1.9206189487407892;
sample_5;0.74602;35;1.9175881335895062;
sample_6;0.73594;37;1.9150889904636617;
sample_7;0.73269;38;1.9144947851672531;
sample_8;0.75818;61;1.932658003222924;
sample_9;0.75569;42;1.9250538254004386;
sample_10;0.73192;34;1.9114996726987161;
sample_11;0.73239;38;1.9143822011793816;
sample_12;0.75339;43;1.9247122598469515;
sample_13;0.74093;36;1.9163255084640103;
sample_14;0.73638;40;1.9170455437888068;
sample_15;0.75106;58;1.929497905477209;
sample_16;0.75405;44;1.9254010428956372;
sample_17;0.71417;31;1.9019698590300655;
sample_18;0.72561;36;1.9104950736729027;
sample_19;0.72763;44;1.9159760391254268;
sample_20;0.73955;51;1.923263792942999;
sample_21;0.72271;35;1.9086595072627714;
sample_22;0.75403;47;1.926672129701757;
sample_23;0.72132;61;1.9205345571436647;
sample_24;0.72919;35;1.9111701739271734;
sample_25;0.74131;42;1.9199136311751548;
sample_26;0.73576;52;1.9223405787538055;
sample_27;0.74091;40;1.918708073201455;
sample_28;0.73071;44;1.9170922588129633;
sample_29;0.72916;38;1.9131671173003433;
sample_30;0.73317;40;1.9158612569901605;
sample_31;0.74612;41;1.9211355458988875;
sample_32;0.74133;43;1.9204218335940448;
sample_33;0.74531;42;1.921353391340216;
sample_34;0.74287;38;1.918288061677759;
sample_35;0.73417;35;1.913084552001458;
sample_36;0.77179;53;1.9347547252626724;
sample_37;0.73764;44;1.9195866466236953;
sample_38;0.73136;56;1.922280215883058;
sample_39;0.72837;34;1.9101208977568152;
sample_40;0.74774;42;1.9222242775035019;
sample_41;0.74377;49;1.9239370245663048;
sample_42;0.71811;40;1.9102349311099227;
sample_43;0.71945;37;1.9088131450953998;
sample_44;0.74891;36;1.9193149337664945;
sample_45;0.70944;28;1.89698130726792;
sample_46;0.7209;42;1.912444148094099;
sample_47;0.73827;36;1.9153218741570281;
sample_48;0.72893;35;1.9110698676856686;
sample_49;0.74532;49;1.924471943690302;
avg;0.7366828;41.28;1.9172080156485702
