t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.039
5;0.0;0.0384
6;0.0;0.03866666666666666
7;0.0;0.038857142857142854
8;0.0;0.038
9;0.0;0.03822222222222222
10;0.0;0.0384
11;0.0;0.03854545454545455
12;0.0;0.03833333333333334
13;0.0;0.03846153846153846
14;0.0;0.038285714285714284
15;0.0;0.0384
16;0.0;0.03825
17;0.0;0.03835294117647059
18;0.0;0.038
19;0.0;0.03789473684210526
20;0.0;0.0376
21;0.0;0.03676190476190476
22;0.0;0.03618181818181818
23;0.0;0.036
24;0.0;0.036166666666666666
25;0.0;0.035840000000000004
26;0.0;0.036
27;0.0;0.03585185185185186
28;0.0;0.03571428571428571
29;0.0;0.03572413793103448
30;0.0;0.03573333333333333
31;0.0;0.035354838709677414
32;0.0;0.03525
33;0.0;0.03515151515151515
34;0.0;0.035176470588235295
35;0.05714285714285714;0.034857142857142864
36;0.05555555555555555;0.03488888888888889
37;0.05405405405405406;0.034594594594594595
38;0.05263157894736842;0.03431578947368421
39;0.05128205128205128;0.03435897435897436
40;0.05;0.034300000000000004
41;0.04878048780487805;0.034048780487804874
42;0.047619047619047616;0.033999999999999996
43;0.046511627906976744;0.03404651162790697
44;0.045454545454545456;0.033909090909090916
45;0.044444444444444446;0.03404444444444445
46;0.043478260869565216;0.03391304347826087
47;0.0425531914893617;0.033872340425531916
48;0.041666666666666664;0.03383333333333333
49;0.061224489795918366;0.03379591836734694
50;0.08;0.0336
51;0.0784313725490196;0.03356862745098039
52;0.07692307692307693;0.03353846153846154
53;0.09433962264150944;0.03320754716981132
54;0.09259259259259259;0.03303703703703704
55;0.09090909090909091;0.03301818181818182
56;0.08928571428571429;0.03285714285714286
57;0.10526315789473684;0.032771929824561404
58;0.10344827586206896;0.03275862068965517
59;0.1016949152542373;0.032745762711864405
60;0.1;0.032733333333333337
61;0.09836065573770492;0.032590163934426236
62;0.0967741935483871;0.03258064516129033
63;0.12698412698412698;0.03238095238095238
64;0.140625;0.0323125
65;0.15384615384615385;0.03230769230769231
66;0.15151515151515152;0.032303030303030306
67;0.16417910447761194;0.03229850746268657
68;0.17647058823529413;0.0321764705882353
