1;5000;1.0
2;5000;1.0
3;5000;1.0
4;5000;1.0
5;5000;1.0
6;4998;0.9996
7;4993;0.9986
8;4975;0.995
9;4945;0.989
10;4919;0.9838
11;4864;0.9728
12;4778;0.9556
13;4691;0.9382
14;4575;0.915
15;4421;0.8842
16;4334;0.8668
17;4152;0.8304
18;3984;0.7968
19;3788;0.7576
20;3570;0.714
21;3352;0.6704
22;3155;0.631
23;2894;0.5788
24;2653;0.5306
25;2371;0.4742
26;2113;0.4226
27;1877;0.3754
28;1584;0.3168
29;1356;0.2712
30;1140;0.228
31;946;0.1892
32;803;0.1606
33;719;0.1438
34;624;0.1248
35;499;0.0998
36;445;0.089
37;391;0.0782
38;380;0.076
39;329;0.0658
40;291;0.0582
41;275;0.055
42;305;0.061
43;275;0.055
44;253;0.0506
45;202;0.0404
46;233;0.0466
47;205;0.041
48;162;0.0324
49;195;0.039
50;165;0.033
