1;1000;1.0
2;1000;1.0
3;1000;1.0
4;999;0.999
5;998;0.998
6;995;0.995
7;991;0.991
8;993;0.993
9;980;0.98
10;974;0.974
11;968;0.968
12;954;0.954
13;946;0.946
14;917;0.917
15;889;0.889
16;869;0.869
17;840;0.84
18;801;0.801
19;771;0.771
20;751;0.751
21;700;0.7
22;682;0.682
23;599;0.599
24;590;0.59
25;545;0.545
26;523;0.523
27;465;0.465
28;455;0.455
29;438;0.438
30;410;0.41
31;362;0.362
32;330;0.33
33;301;0.301
34;311;0.311
35;307;0.307
36;279;0.279
37;271;0.271
38;238;0.238
39;243;0.243
40;209;0.209
41;207;0.207
42;187;0.187
43;171;0.171
44;150;0.15
45;147;0.147
46;128;0.128
47;149;0.149
48;112;0.112
49;112;0.112
50;111;0.111
