1;4927;0.9854
2;4846;0.9692
3;4739;0.9478
4;4593;0.9186
5;4406;0.8812
6;4278;0.8556
7;4051;0.8102
8;3883;0.7766
9;3735;0.747
10;3522;0.7044
11;3302;0.6604
12;3120;0.624
13;2865;0.573
14;2665;0.533
15;2472;0.4944
16;2271;0.4542
17;2040;0.408
18;1770;0.354
19;1582;0.3164
20;1403;0.2806
21;1203;0.2406
22;1022;0.2044
23;786;0.1572
24;686;0.1372
25;545;0.109
26;412;0.0824
27;349;0.0698
28;267;0.0534
29;198;0.0396
30;167;0.0334
31;104;0.0208
32;80;0.016
33;61;0.0122
34;49;0.0098
35;38;0.0076
36;33;0.0066
37;18;0.0036
38;24;0.0048
39;19;0.0038
40;12;0.0024
41;15;0.003
42;13;0.0026
43;11;0.0022
44;13;0.0026
45;9;0.0018
46;10;0.002
47;5;0.001
48;1;0.0002
49;3;0.0006
50;3;0.0006
