t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.04
5;0.0;0.04
6;0.0;0.04
7;0.0;0.038857142857142854
8;0.0;0.039
9;0.0;0.03911111111111112
10;0.0;0.039200000000000006
11;0.0;0.03854545454545455
12;0.0;0.038
13;0.0;0.03784615384615385
14;0.0;0.03742857142857143
15;0.0;0.037333333333333336
16;0.0;0.03725
17;0.0;0.03741176470588235
18;0.0;0.037111111111111116
19;0.0;0.03705263157894737
20;0.0;0.037200000000000004
21;0.0;0.037142857142857144
22;0.0;0.03709090909090909
23;0.0;0.036869565217391306
24;0.0;0.03666666666666667
25;0.0;0.03664
26;0.038461538461538464;0.03661538461538461
27;0.037037037037037035;0.03674074074074074
28;0.03571428571428571;0.03657142857142857
29;0.034482758620689655;0.03627586206896552
30;0.03333333333333333;0.03626666666666667
31;0.03225806451612903;0.03612903225806452
32;0.09375;0.035875
33;0.15151515151515152;0.035757575757575766
34;0.20588235294117646;0.03564705882352941
35;0.2857142857142857;0.035314285714285715
36;0.3333333333333333;0.035222222222222224
37;0.3783783783783784;0.03502702702702703
38;0.3684210526315789;0.0351578947368421
39;0.41025641025641024;0.03497435897435897
40;0.475;0.034800000000000005
41;0.4878048780487805;0.03482926829268292
42;0.5476190476190477;0.03457142857142857
43;0.5813953488372093;0.03441860465116279
44;0.6818181818181818;0.033818181818181824
45;0.7333333333333333;0.03368888888888889
46;0.782608695652174;0.033391304347826084
47;0.8723404255319149;0.033021276595744685
48;0.8958333333333334;0.033
49;0.8979591836734694;0.03306122448979592
50;0.92;0.032959999999999996
51;0.9803921568627451;0.03262745098039215
52;1.0384615384615385;0.03246153846153846
53;1.1320754716981132;0.032150943396226414
54;1.2592592592592593;0.03162962962962963
55;1.3636363636363635;0.0312
56;1.4285714285714286;0.031
57;1.456140350877193;0.030877192982456135
58;1.4827586206896552;0.030827586206896553
59;1.5084745762711864;0.030711864406779664
60;1.5333333333333334;0.030666666666666665
61;1.5901639344262295;0.03049180327868852
62;1.5806451612903225;0.030516129032258064
63;1.6666666666666667;0.030158730158730156
64;1.703125;0.0299375
65;1.8;0.029476923076923074
66;1.803030303030303;0.029454545454545455
