t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.04
5;0.0;0.04
6;0.0;0.04
7;0.0;0.03942857142857143
8;0.0;0.039
9;0.0;0.03822222222222222
10;0.0;0.038
11;0.0;0.03818181818181818
12;0.0;0.03833333333333334
13;0.0;0.038153846153846156
14;0.0;0.037714285714285714
15;0.0;0.037333333333333336
16;0.0;0.0365
17;0.0;0.036
18;0.0;0.036
19;0.0;0.036
20;0.0;0.0352
21;0.0;0.03485714285714286
22;0.0;0.034909090909090904
23;0.0;0.034956521739130435
24;0.0;0.034833333333333334
25;0.0;0.03456
26;0.0;0.03476923076923077
27;0.0;0.03451851851851852
28;0.03571428571428571;0.034428571428571426
29;0.034482758620689655;0.03462068965517242
30;0.03333333333333333;0.03453333333333333
31;0.03225806451612903;0.03470967741935484
32;0.03125;0.034875
33;0.030303030303030304;0.03490909090909091
34;0.029411764705882353;0.03470588235294118
35;0.02857142857142857;0.034628571428571425
36;0.027777777777777776;0.034555555555555555
37;0.02702702702702703;0.03416216216216217
38;0.07894736842105263;0.03378947368421053
39;0.07692307692307693;0.03364102564102564
40;0.075;0.0336
41;0.07317073170731707;0.033756097560975605
42;0.11904761904761904;0.03361904761904762
43;0.11627906976744186;0.03376744186046511
44;0.11363636363636363;0.03381818181818182
45;0.15555555555555556;0.0336
46;0.17391304347826086;0.03330434782608696
47;0.19148936170212766;0.03327659574468085
48;0.1875;0.03333333333333333
49;0.1836734693877551;0.03338775510204082
50;0.2;0.03344
51;0.23529411764705882;0.03333333333333333
52;0.25;0.03307692307692308
53;0.2641509433962264;0.03290566037735849
54;0.3148148148148148;0.03266666666666666
55;0.3090909090909091;0.03272727272727272
56;0.3392857142857143;0.03235714285714286
57;0.3508771929824561;0.032350877192982457
58;0.3620689655172414;0.0323448275862069
59;0.4067796610169492;0.03220338983050847
60;0.45;0.03206666666666667
61;0.47540983606557374;0.03193442622950819
62;0.4838709677419355;0.03180645161290322
63;0.5238095238095238;0.03161904761904762
64;0.59375;0.031375
65;0.6307692307692307;0.031261538461538466
66;0.6818181818181818;0.03084848484848485
67;0.6865671641791045;0.030865671641791045
68;0.6911764705882353;0.030823529411764708
