1;4925;0.985
2;4850;0.97
3;4746;0.9492
4;4588;0.9176
5;4471;0.8942
6;4244;0.8488
7;4021;0.8042
8;3876;0.7752
9;3645;0.729
10;3515;0.703
11;3342;0.6684
12;3147;0.6294
13;2857;0.5714
14;2678;0.5356
15;2498;0.4996
16;2272;0.4544
17;2094;0.4188
18;1830;0.366
19;1569;0.3138
20;1354;0.2708
21;1176;0.2352
22;997;0.1994
23;796;0.1592
24;642;0.1284
25;511;0.1022
26;410;0.082
27;317;0.0634
28;230;0.046
29;183;0.0366
30;146;0.0292
31;115;0.023
32;94;0.0188
33;71;0.0142
34;53;0.0106
35;42;0.0084
36;23;0.0046
37;32;0.0064
38;18;0.0036
39;21;0.0042
40;8;0.0016
41;14;0.0028
42;8;0.0016
43;12;0.0024
44;8;0.0016
45;6;0.0012
46;4;0.0008
47;2;0.0004
48;3;0.0006
49;6;0.0012
50;0;0.0
