t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.039
5;0.0;0.039200000000000006
6;0.0;0.03933333333333334
7;0.0;0.038857142857142854
8;0.0;0.0385
9;0.0;0.03866666666666666
10;0.0;0.038799999999999994
11;0.0;0.03854545454545455
12;0.0;0.03833333333333334
13;0.0;0.038153846153846156
14;0.0;0.038285714285714284
15;0.0;0.03813333333333333
16;0.0;0.03825
17;0.0;0.03811764705882353
18;0.0;0.03777777777777778
19;0.0;0.03789473684210526
20;0.0;0.038
21;0.0;0.037904761904761906
22;0.0;0.03781818181818182
23;0.0;0.03773913043478261
24;0.0;0.03766666666666667
25;0.04;0.03712
26;0.038461538461538464;0.03692307692307692
27;0.037037037037037035;0.03688888888888889
28;0.03571428571428571;0.037
29;0.034482758620689655;0.03682758620689655
30;0.03333333333333333;0.03693333333333334
31;0.06451612903225806;0.03664516129032259
32;0.0625;0.0365
33;0.06060606060606061;0.03648484848484848
34;0.058823529411764705;0.03635294117647059
35;0.05714285714285714;0.03622857142857143
36;0.05555555555555555;0.036222222222222225
37;0.05405405405405406;0.03621621621621622
38;0.07894736842105263;0.036
39;0.15384615384615385;0.03569230769230769
40;0.15;0.035699999999999996
41;0.14634146341463414;0.035804878048780485
42;0.19047619047619047;0.03542857142857143
43;0.18604651162790697;0.035534883720930235
44;0.22727272727272727;0.03545454545454546
45;0.24444444444444444;0.035288888888888884
46;0.2608695652173913;0.034956521739130435
47;0.2765957446808511;0.03489361702127659
48;0.2708333333333333;0.035
49;0.2857142857142857;0.03502040816326531
50;0.28;0.03512
51;0.29411764705882354;0.03505882352941177
52;0.3076923076923077;0.034923076923076925
53;0.3584905660377358;0.034716981132075476
54;0.3888888888888889;0.03459259259259259
55;0.45454545454545453;0.034327272727272734
56;0.4642857142857143;0.03421428571428571
57;0.5087719298245614;0.03403508771929825
58;0.5172413793103449;0.034
59;0.5254237288135594;0.03396610169491526
60;0.5666666666666667;0.033800000000000004
61;0.6229508196721312;0.03350819672131147
62;0.6774193548387096;0.03322580645161291
63;0.7142857142857143;0.03314285714285714
64;0.71875;0.032874999999999995
65;0.7384615384615385;0.032676923076923076
66;0.7575757575757576;0.032363636363636365
