t;flow;flux
0;0;0.04
1;0.0;0.04
2;0.0;0.04
3;0.0;0.04
4;0.0;0.039
5;0.0;0.0384
6;0.0;0.03866666666666666
7;0.0;0.038285714285714284
8;0.0;0.0385
9;0.0;0.03777777777777778
10;0.0;0.038
11;0.0;0.03781818181818182
12;0.0;0.037333333333333336
13;0.0;0.03753846153846154
14;0.0;0.037714285714285714
15;0.0;0.0376
16;0.0;0.03725
17;0.0;0.036941176470588234
18;0.0;0.03666666666666667
19;0.0;0.0368421052631579
20;0.0;0.037
21;0.0;0.03695238095238095
22;0.0;0.036909090909090905
23;0.0;0.036695652173913046
24;0.0;0.03666666666666667
25;0.0;0.03648
26;0.0;0.036
27;0.0;0.035555555555555556
28;0.0;0.03542857142857143
29;0.0;0.03531034482758621
30;0.0;0.035333333333333335
31;0.0;0.03509677419354838
32;0.0;0.03475
33;0.0;0.034545454545454546
34;0.0;0.03458823529411764
35;0.0;0.03474285714285714
36;0.027777777777777776;0.034555555555555555
37;0.02702702702702703;0.034702702702702704
38;0.02631578947368421;0.034526315789473676
39;0.02564102564102564;0.034666666666666665
40;0.025;0.0346
41;0.024390243902439025;0.034536585365853655
42;0.047619047619047616;0.03419047619047619
43;0.046511627906976744;0.03413953488372092
44;0.06818181818181818;0.03363636363636364
45;0.06666666666666667;0.033600000000000005
46;0.06521739130434782;0.03347826086956522
47;0.0851063829787234;0.03336170212765957
48;0.10416666666666667;0.033249999999999995
49;0.10204081632653061;0.03289795918367347
50;0.1;0.03272
51;0.09803921568627451;0.03270588235294118
52;0.09615384615384616;0.03253846153846154
53;0.11320754716981132;0.032528301886792454
54;0.12962962962962962;0.03244444444444445
55;0.14545454545454545;0.032145454545454547
56;0.14285714285714285;0.032285714285714286
57;0.15789473684210525;0.032210526315789474
58;0.1896551724137931;0.03206896551724138
59;0.1864406779661017;0.03193220338983051
60;0.18333333333333332;0.032
61;0.18032786885245902;0.032065573770491795
62;0.22580645161290322;0.03180645161290323
63;0.2698412698412698;0.03149206349206349
64;0.28125;0.0315
65;0.3230769230769231;0.031199999999999995
66;0.3181818181818182;0.03127272727272727
67;0.3283582089552239;0.031044776119402984
68;0.35294117647058826;0.030941176470588232
69;0.391304347826087;0.030840579710144925
