1;4999;0.9998
2;5000;1.0
3;4997;0.9994
4;4996;0.9992
5;4992;0.9984
6;4987;0.9974
7;4977;0.9954
8;4970;0.994
9;4930;0.986
10;4917;0.9834
11;4847;0.9694
12;4802;0.9604
13;4705;0.941
14;4582;0.9164
15;4466;0.8932
16;4268;0.8536
17;4136;0.8272
18;3825;0.765
19;3671;0.7342
20;3371;0.6742
21;3123;0.6246
22;2790;0.558
23;2477;0.4954
24;2175;0.435
25;1800;0.36
26;1515;0.303
27;1311;0.2622
28;1038;0.2076
29;867;0.1734
30;713;0.1426
31;541;0.1082
32;418;0.0836
33;361;0.0722
34;318;0.0636
35;246;0.0492
36;230;0.046
37;195;0.039
38;141;0.0282
39;134;0.0268
40;116;0.0232
41;119;0.0238
42;96;0.0192
43;75;0.015
44;86;0.0172
45;82;0.0164
46;63;0.0126
47;56;0.0112
48;56;0.0112
49;54;0.0108
50;44;0.0088
