1;999;0.999
2;998;0.998
3;999;0.999
4;992;0.992
5;984;0.984
6;982;0.982
7;983;0.983
8;964;0.964
9;963;0.963
10;946;0.946
11;936;0.936
12;903;0.903
13;915;0.915
14;897;0.897
15;875;0.875
16;859;0.859
17;852;0.852
18;833;0.833
19;823;0.823
20;760;0.76
21;756;0.756
22;744;0.744
23;703;0.703
24;711;0.711
25;690;0.69
26;643;0.643
27;627;0.627
28;609;0.609
29;575;0.575
30;573;0.573
31;562;0.562
32;546;0.546
33;523;0.523
34;486;0.486
35;479;0.479
36;463;0.463
37;437;0.437
38;429;0.429
39;407;0.407
40;403;0.403
41;384;0.384
42;333;0.333
43;320;0.32
44;324;0.324
45;300;0.3
46;283;0.283
47;259;0.259
48;256;0.256
49;244;0.244
50;224;0.224
51;204;0.204
52;222;0.222
53;201;0.201
54;190;0.19
55;168;0.168
56;159;0.159
57;165;0.165
58;152;0.152
59;145;0.145
60;136;0.136
61;121;0.121
62;140;0.14
63;119;0.119
64;95;0.095
65;90;0.09
66;88;0.088
67;95;0.095
68;93;0.093
69;74;0.074
70;66;0.066
71;52;0.052
72;65;0.065
73;52;0.052
74;51;0.051
75;33;0.033
