1;999;0.999
2;997;0.997
3;995;0.995
4;991;0.991
5;989;0.989
6;986;0.986
7;960;0.96
8;967;0.967
9;941;0.941
10;934;0.934
11;901;0.901
12;889;0.889
13;859;0.859
14;831;0.831
15;786;0.786
16;773;0.773
17;708;0.708
18;657;0.657
19;628;0.628
20;590;0.59
21;557;0.557
22;534;0.534
23;505;0.505
24;447;0.447
25;446;0.446
26;392;0.392
27;378;0.378
28;352;0.352
29;303;0.303
30;299;0.299
31;263;0.263
32;254;0.254
33;212;0.212
34;221;0.221
35;189;0.189
36;192;0.192
37;154;0.154
38;150;0.15
39;144;0.144
40;142;0.142
41;125;0.125
42;112;0.112
43;103;0.103
44;97;0.097
45;97;0.097
46;85;0.085
47;78;0.078
48;67;0.067
49;59;0.059
50;57;0.057
