1;4797;0.9594
2;4709;0.9418
3;4535;0.907
4;4329;0.8658
5;4042;0.8084
6;3725;0.745
7;3516;0.7032
8;3337;0.6674
9;3118;0.6236
10;2953;0.5906
11;2605;0.521
12;2501;0.5002
13;2322;0.4644
14;2024;0.4048
15;1876;0.3752
16;1604;0.3208
17;1521;0.3042
18;1300;0.26
19;1188;0.2376
20;1018;0.2036
21;868;0.1736
22;659;0.1318
23;508;0.1016
24;465;0.093
25;306;0.0612
26;254;0.0508
27;219;0.0438
28;166;0.0332
29;132;0.0264
30;95;0.019
31;75;0.015
32;55;0.011
33;28;0.0056
34;33;0.0066
35;28;0.0056
36;29;0.0058
37;20;0.004
38;13;0.0026
39;15;0.003
40;8;0.0016
41;3;0.0006
42;6;0.0012
43;3;0.0006
44;3;0.0006
45;2;0.0004
46;4;0.0008
47;5;0.001
48;2;0.0004
49;1;0.0002
50;3;0.0006
