sample_0;0.72638;35;1.9100841944066032;
sample_1;0.74051;41;1.9191031880948115;
sample_2;0.7192;32;1.9048929851929997;
sample_3;0.70882;31;1.8997801555767126;
sample_4;0.72082;31;1.9046688858661038;
sample_5;0.7484;55;1.9276781662053415;
sample_6;0.75705;49;1.9284843707550228;
sample_7;0.73118;37;1.9132919609117907;
sample_8;0.74401;36;1.9174831196771756;
sample_9;0.73522;47;1.9201107238870514;
sample_10;0.73902;41;1.9185608117014172;
sample_11;0.73974;47;1.9217026106376474;
sample_12;0.74644;39;1.9201760285306477;
sample_13;0.75005;40;1.9220317682957948;
sample_14;0.72782;40;1.9138758753012668;
sample_15;0.72992;41;1.9152243892857832;
sample_16;0.72081;35;1.9079190859380502;
sample_17;0.73269;40;1.9156837218648717;
sample_18;0.72342;39;1.9116255316825628;
sample_19;0.74354;52;1.925002673578698;
sample_20;0.73379;40;1.9160904012463504;
sample_21;0.74204;46;1.9220736292551304;
sample_22;0.77633;64;1.9391236573885897;
sample_23;0.73197;36;1.9129303472854926;
sample_24;0.73868;45;1.9204314881557203;
sample_25;0.74704;48;1.9246650982633644;
sample_26;0.7544;60;1.9311654055051166;
sample_27;0.73006;32;1.9092173883814196;
sample_28;0.74612;39;1.9200589857372332;
sample_29;0.75138;52;1.9276572685623239;
sample_30;0.73939;39;1.917585730440938;
sample_31;0.73172;30;1.9081625331293206;
sample_32;0.75298;55;1.929200643209435;
sample_33;0.72479;48;1.9168544024577658;
sample_34;0.73041;56;1.9219573138441528;
sample_35;0.73822;47;1.9211683739891703;
sample_36;0.76027;54;1.9312903630509761;
sample_37;0.7446;41;1.9205864024593327;
sample_38;0.72133;37;1.909535869640572;
sample_39;0.73331;48;1.919873252223831;
sample_40;0.7336;42;1.9171164416125783;
sample_41;0.73344;43;1.9175769768158943;
sample_42;0.7382;51;1.9227990972285516;
sample_43;0.73848;44;1.9198874029506976;
sample_44;0.76195;48;1.9297700270587328;
sample_45;0.74474;46;1.9230222723199515;
sample_46;0.72233;33;1.9069719784438912;
sample_47;0.75193;44;1.9246570409907935;
sample_48;0.74054;46;1.9215451127251246;
sample_49;0.73805;37;1.9158818579244012;
avg;0.7383426000000002;43.18;1.9187247401937446
