1;1000;1.0
2;1000;1.0
3;1000;1.0
4;999;0.999
5;998;0.998
6;998;0.998
7;995;0.995
8;990;0.99
9;985;0.985
10;979;0.979
11;971;0.971
12;950;0.95
13;904;0.904
14;906;0.906
15;853;0.853
16;804;0.804
17;755;0.755
18;673;0.673
19;621;0.621
20;567;0.567
21;496;0.496
22;427;0.427
23;391;0.391
24;366;0.366
25;326;0.326
26;287;0.287
27;236;0.236
28;227;0.227
29;203;0.203
30;175;0.175
31;191;0.191
32;129;0.129
33;118;0.118
34;130;0.13
35;103;0.103
36;114;0.114
37;104;0.104
38;89;0.089
39;86;0.086
40;83;0.083
41;75;0.075
42;50;0.05
43;58;0.058
44;55;0.055
45;44;0.044
46;46;0.046
47;53;0.053
48;42;0.042
49;40;0.04
50;31;0.031
